title;description;company;job-type;application-url;post-date;expiry-date;location
Senior Regional Marketing Manager, Synthetic Biology, CRISPR, and PCR – EMEA;"IDT is the leading manufacturer of custom oligonucleotides and proprietary technologies for genomics applications. Our work is complex and cutting-edge, and our team members are curious, creative thinkers who understand that good data drives smart decisions. At IDT, we realize that although science may be uniform, people are unique. We promote a culture where engaged people are motivated and have opportunities to achieve their full potential, as part of one global team.

IDT is proud to work alongside a community of nine fellow Danaher Life Sciences companies. Together, we’re pioneering the future of science and medicine, developing products that enable researchers in the fight to save lives.

As a Senior Regional Marketing Manager for IDT’s global marketing organization, you are responsible for understanding IDT market segments, customer workflows and customer needs across the assigned region and use this knowledge to develop and execute regionalized marketing campaigns and product launches that drive IDT awareness and revenue.

Essential Functions

• Possess a strong understanding of synthetic biology, CRISPR, and PCR customer workflows and customer needs across the assigned region through direct customer contact, primary and secondary research.

• Work with IDT Product Marketing and Product Management, as well as with global Sales and Commercial Marketing Managers, to develop accurate marketing personas, effective regional-specific customer segmentation strategies, insightful buyer journeys, and useful value propositions and key messages.

• Convert this customer and market insight into regional marketing strategies that drive successful lead generation and product launch campaigns.

• Collaborate with localization vendors, content writers, branding and public relations, collateral design, and search engine optimization experts to ensure that regional campaign tactics match market segment needs.

• Partner with commercial marketing, digital marketing, marketing automation, and web development experts to ensure that marketing campaigns are executed well and in a timely fashion.

• Work with IDT leadership to support joint regional business activities and partnerships with key customers and industry groups across the Americas.

• Monitor the success of regional marketing campaigns by using advanced digital tagging and metrics to ensure that key performance indicators are met, and campaigns demonstrate a positive return on investment.

Job Qualifications

• Bachelors (4-year) degree required.

• MBA preferred.

• 7+ years demonstrated prior success in genomics-related commercial marketing roles required.

• Synthetic Biology and CRISPR marketing experience strongly preferred.

• Must live in assigned region.

• Strong results-focused mentality.

• Strong communication and presentation skills required, with the ability to multitask and prioritize large projects.

• Superb negotiation and influencing skills a must.

• Statistical analysis very helpful.

• Strong analytical and troubleshooting skills required.

• Strong people management skills required; with proven ability to influence, work, collaborate, and communicate with regional Sales teams.

What do we offer

An upbeat, open minded, international and dynamic environment is where we wish to welcome you. A close follow up and extensive training is how we wish to guide you. As a growing international company, we reward our associates with an attractive compensation and benefits package of which the details are outlined below.

• Competitive salary

• Contract of indefinite duration

• Group insurance (including pension plan, guaranteed income …)

• Bonus system

• Annual leave Geography conform

Interested? Well, there is more! To realize IDT’s potential, we invest in your potential. Opportunities will cross your path, enabling you to develop your career the way you want it. All this within a cheerful and highly modern setting.

When you join us, you’ll also be joining Danaher’s global organization, where 80,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.

At Danaher, we value diversity and the existence of similarities and differences, both visible and not, found in our workforce, workplace and throughout the markets we serve. Our associates, customers and shareholders contribute unique and different perspectives as a result of these diverse attributes.

If you’ve ever wondered what’s within you, there’s no better time to find out";Integrated DNA Technologies;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=UvPFdQHuUIEAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-19;2022-11-02;Düsseldorf
Postdoc Microbiology / Synthetic Biology;"Postdoc in Microbiology / Synthetic Biology

The University of Freiburg (Germany), Department of Synthetic Biology (Prof. Wilfried Weber) is looking for a

Postdoctoral Researcher (m, f, d)

Full-time position, tentative starting date: 01.01.2022, contract limited to two years.

Within an interdisciplinary project you will use latest optogenetic methods for programming micro-organisms (yeast, B. subtilis) for the precisely controlled production of engineered proteins to build and form sustainable, bio-based materials. You will combine microbiology and cell programming with automation and artificial intelligence to guide the development of materials with desired properties.

You have a university degree in biology, biotechnology or a comparable subject and a completed PhD. You should have experience in the following areas:

Handling and engineering of _B. subtilis_ or _S. cerevisiae_. (Candidates being familiar with both organisms will be preferred)

Synthetic biology and protein engineering

Proficient skills in spoken and written English

We are looking forward to applications from highly motivated candidates who are interested in working in an interdisciplinary environment.

We welcome your application (including CV, publication list and 2-3 contact details for references) as a single PDF file to Prof. Wilfried Weber.

We are looking forward to your application

Job Type: Full-time

Salary: 4,600.00€ - 5,000.00€ per month

Education:
Doctorate (Preferred)

Work Location: One location

Application Deadline: 31/10/2022
Expected Start Date: 01/01/2023";Universität Freiburg;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=jjnny_-xTkMAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-18;2022-11-02;Freiburg im Breisgau
Postdoc in Engineered Living Materials / Synthetic Biology;Postdoctoral Researcher: Two positions in Engineered living materialsThe University of Freiburg (Germany), Department of Synthetic Biology (Prof. Wilfried Weber) is looking for 2 Postdoctoral Researchers (m, f, d)Full-time position, earliest starting date: 01.01.2023Within an interdisciplinary project with groups from materials and data sciences, innovative and sustainable bio-based materials are developed. The materials are based on waste products from agricultural and forest industry and are assembled and modified by engineered living cells using optogenetics / synthetic biology strategies. In the project, automation and artificial intelligence is used to guide the development of materials with desired properties. Position 1: You will be in charge of the development of engineered strains to reach this aim. You will design proteins and strains that influence the properties of the living material in order to meet desired specifications. You have a university degree in biology biotechnology or a comparable subject and a completed PhD. You should have extensive experience in the following areas:· Handling and engineering of B. subtilis and/or S. cerevisiae. · Synthetic biology and protein engineering· Proficient skills in spoken and written EnglishIn addition, experience in the following areas would be desirable: Optogenetics, Artificial Intelligence, Basic knowledge in materials sciencesPosition 2:You will develop (automated) processes for the production of the materials and will evaluate the materials and optimize the processes in close collaboration with our partners in biomechanics and data sciences.You have a university degree in biotechnology, process engineering, chemistry or a comparable subject and a completed PhD. You should have extensive experience in the following areas:· Synthesis of bio-based materials· Development of automated production processes· Synthetic biology/BiotechnologyIn addition, experience in the following areas would be desirable: Working with Bacillus subtilis and Saccharomyces cerevisiae, Optogenetics, Artificial Intelligence, BiomechanicsWe are looking forward to applications from highly motivated candidates who are interested in working in an interdisciplinary environment.We welcome your application (including CV, publication list and 2-3 contact details for references) as a single PDF file to Prof. Wilfried Weber: wilfried.weber@cibss.uni-freiburg.deWe are looking forward to your application;University of Freiburg (Uni Freiburg);PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=xa9Bcudq-PUAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-07;2022-11-02;Freiburg im Breisgau
Postdoctoral Researcher - Synthetic Biology (m,f,d);"At Technische Universität Darmstadt, Germany within the Self-Organizing Systems Lab the following position is available

Postdoctoral Researcher - Synthetic Biology (m,f,d)

Full-time, initially limited to 2 years

We are looking for an outstanding individual to drive a visionary synthetic biology project poised to make an impact in oncology. With its emphasis on well-characterized and standardized parts, synthetic biology is considered the engineering approach to building molecular systems. It enables the creation of entirely new molecular functionality in a modular and systematic fashion. The project aims to design intelligent therapeutic gene circuits that can detect and regulate pathophysiological expression of non-coding RNA in tumor cells in a precise and reliable manner. Computational experts in the hosting lab will support the design of those circuits through data analysis, mathematical modeling and machine learning. The project is a joint venture cooperation between TU Darmstadt and Belgian Biotech Studio, eureKASYNBIO (part of the investment company eureKARE) with its special focus on synthetic biology. The selected candidate will be employed by the joint venture and will be located at TU Darmstadt for an initial period of two years. The candidate is given the opportunity to take a leading role in the formation of the envisioned startup company";TU Darmstadt, Electrical Engineering and Information Technology Department;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=faybMykyKUMAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-19;2022-11-02;Darmstadt
Senior Account Manager - Synthetic Biology - DACH Region;"Senior Account Manager - DACH

Hartmann Young are currently partnered with a rapidly growing biotech who are utilising their state of the art technology, combining stem cell and synthetic biology for the reprogramming of human cells. The business is looking for an experienced Account Manager who has a background in cell product sales into academia, biotech and pharma to drive the direct selling of their iPSC derived products.

Responsibilities include:
• Work alongside the Regional Manager to implement sales strategy
• Convert leads to sales by prospecting using Global Data, Sales Navigator within given territory
• Ownership of the complete sales process for iPSC derived cell products in the assigned region
• Utilise digital conference facilities as well as delivering product offering presentations in person in conferences
• Establishing cell supply partnerships for up to 100 million to 1 billion cells or more.
• Create new and build on existing relationships and document meetings using sales force CRM
• Work closely with the Marketing Department, feeding back the voice of the customer and developing a strategy which supports this

Skills/ Requirements Include:
• BSc in Cell or Molecular Biology essential
• MSc/ PhD preferred
• 5 years technical sales experience in selling cell based products
• Technical scientific background and understanding of iPSC and the techniques used to differentiate these into human cell types
• Experience in selling into Biotech, Pharma, CRO's and academic institutions within similar product lines
• Success in sales planning and strategy implementation
• Experience with Sales Force database or equivalent CRM to manage the sales process
• Ability to work closely with marketing and sales as well as with highly technical scientific customers
• Hunter mentality to drive and build a new territory to achieve sales objectives

For more details on this opportunity please contact me directly - raj.tamana@hartmannyoung.com";Hartmann Young;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=j5k54Cgmww4AAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-09-27;2022-11-02;Beliebiger Ort
"PhD position (Ageing & Disease; Epigenetics & Nuclear Dynamics): High...";Thinking of doing your PhD in the Life Sciences? The International PhD Programme (IPP) on Gene Regulation, Epigenetics & Genome Stability is offering talented students the chance to work at the cutting edge of research. As an IPP PhD student, you will join a community of exceptional scientists working on diverse topics ranging from how organisms age or how our DNA is repaired, to how epigenetics regulates cellular identity or neural memory. Activities and responsibilities In the field of “Ageing & Disease”, the research group of Edward Lemke offers the following PhD project: In higher eukaryotes, proteins that lack apparent folded structure are enriched in many vital processes. The Lemke group studies interactions between intrinsically disordered proteins and structured proteins in vital cellular processes, such as gene regulation, nuclear transport, host pathogen interactions and healthy aging. Since such highly dynamic systems are inaccessible by most conventional approaches, the group applies a multidisciplinary approach combining single molecule, microfluidics, super-resolution techniques and chemical/synthetic biology tools. PhD project: High Resolution Fluorescence Imaging of Protein Plasticity We are now looking for a PhD student with a strong interest in further expanding our efforts in quantitative single molecule and super resolution based technologies to study protein dynamics. The project is particularly well suited for candidates with a strong background in the physical sciences, who are strongly interested in biosciences. However, the project will be highly interdisciplinary, and there are multiple aspects to it, that can be filled by one or two different persons with different interests/backgrounds. In all cases, extensive project training will be provided that candidates with little or even prior no-hands on experience in the experimental biosciences but the strong wish to engage into those are particularly encouraged to apply. High interest and motivation are the main selection criteria and candidates from other disciplines that want to venture into these areas are explicitly welcome to apply. Qualification profile Are you an ambitious, young scientist looking to push the boundaries of science while interacting with colleagues from multiple disciplines and cultures? Then the IPP is your opportunity to give your scientific career a flying start! All you need is: Master or equivalent Interactive personality & good command of English 2 letters of reference For more details on the projects offered and how to apply via our online form, please visit https://www.imb.de/phd We offer Exciting, interdisciplinary projects in a fully international environment, with English as our working language Advanced training in scientific techniques and professional skills Access to our state-of-the-art Core Facilities and their technical expertise Fully funded positions with financing until the completion of your thesis A lively community of more than 190 PhD students from 44 different countries The deadline for applications is 19 November 2022. Interviews will take place on-site in Mainz 16-18 January 2023. Starting date: 1 March 2023- 1 July 2023;Institute of Molecular Biology gGmbH;PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=6erbzfj0_mwAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-18;2022-11-02;Frankfurt am Main
Biologist;Senior Fermentation Scientist (m/f/d) Byk-Gulden-Straße, 78467 Konstanz, Germany Full-time Company Description If you want to make an impact and you are passionate about developing new processes for producing the next generation of biotechnology solutions, CarboCode at Lake Constance might be the ideal opportunity for you as our new Senior Scientist in our Fermentation team. CarboCode is an international biotechnology company founded in 2017. Our dynamic team and business are rapidly expanding, currently we employ more than 60 highly skilled professionals with 20 different nationalities. CarboCode is a company that aspiring to improve human health and wellbeing by making human natural lipid and oligosaccharide molecules widely available. CarboCode core capabilities spans a variety of technologies spanning through advanced biotechnological production, chemical synthesis, and to biocatalysis. This exciting position is a great opportunity for you to work for a developer and manufacturer of a wide range of innovative human care products including food, cosmetic and pharmaceutical products, supporting world-class R&D, large-scale manufacturing, and commercial operations. The impossible is becoming reality. We make Human natural lipid and oligosaccharide molecule-based food, cosmetic and health care products despite of being at high customer demand are currently not available at the market due to the complexity of their synthesis. Job Description We are 5 ambitious scientists in the fermentation team with passion and determination for extending the biotechnology capabilities of CarboCode. Our team is the engine of the research center in Konstanz with more than 10 fermenters running simultaneously, 24/7. Join our team and keep the fermentation engine moving at top speed. As a Senior Fermentation Scientist, you are participating the daily operation of the Fermentation team to ensure the development of our bioprocesses using yeasts and bacteria. In this role, you will work together with several other teams to develop, plan and execute fermentation experimental designs at lab scale and effectively communicate results to the management and colleagues. In addition to your primary responsibilities, you will be expected to establish and maintain active collaboration with externals. Run and oversee reaction in the fermentation laboratories Drive the fermentation technology to improve the overall quality and productivity of the fermentation process Ensure fermentation capacities are in use in a most effective way Conduct review of literature, making recommendations for application to current process issues Work with our IP team to develop patents to protect our technologies Actively coordinate projects with our scale-up team in Portugal Develop and optimize upstream & downstream technologies together with the team Effectively organize, interpret, and present data to peers, cross functional teams, senior management, and colleagues Degree in relevant field, such as microbiology, biotechnology, biochemistry or similar 3+ years of professional experience as Fermentation scientist in wet lab environment is required Good understanding and demonstrated experience in the field of fermentation, molecular biology, microbiology, cell biology and synthetic biology Experience in the development of a bioprocess start-to-end of lab scales Preferably Experience in Upstream (High Cell Density Fermentation) Preferably Experience in Downstream (Ultrafiltration, Nanofiltration, etc.) Preferably Experience in Scale-up Independent, structured, and proactive way of working Committed, flexible, and reliable Good in written and spoken English Ability to work in an international team Systematic approach with good problem-solving skills What we can offer you Are you passionate about changing the World? Would you like to join an international biotech company and support its technology & business progress? We offer an interesting, diversified and challenging position, a dynamic and challenging work environment, and the opportunity for professional and personal development. If you are curious about this position and want to be part of our highly motivated and growing team, send us your application and join us. The Location: The work will be performed at CarboCode's site in Konstanz, Germany;CarboCode;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=l1O2GK3xtjwAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-17;2022-11-02;Singen (Hohentwiel)
Group Leader – Structural or Molecular Systems Biology;"About the team/job

The Structural and Computational Biology (SCB) Unit at EMBL Heidelberg pursues an ambitious and cross-disciplinary research program in integrated structural and computational systems biology, bridging between temporal and spatial scales. The SCB Unit seeks to recruit a highly motivated group leader in the area of structural or molecular systems biology to address fundamental questions in life sciences.

Your role

Establish an independent and innovative research programme. The SCB Unit is interested in attracting candidates that pursue experimental or computational approaches, which can contribute to or interface with integrated structural biology. Research areas can be diverse including chemical biology, (high-throughput) biochemistry, biophysics, proteomics, metabolomics, synthetic biology, modelling and simulation of biological systems. The research should extend or enrich structural systems biology, a broad concept that the unit is pursuing, in conjunction with a strong computational biology programme.

In line with EMBL’s scientific programme from Molecules to Ecosystems, the SCB Unit is also interested in candidates that have research programs related to EMBL’s transversal themes ; for example, the SCB Unit has already considerable strengths in Planetary Biology and Microbial Ecosystems . The future group leader will be embedded in the multidisciplinary and collaborative environment of EMBL, which provides many opportunities for interaction with other research groups.

You have

The ambition to work on fundamental biological questions, which implies both, biological discoveries or methodological advances. Furthermore, your research complements and synergizes with the activities of the SCB Unit and the whole of EMBL. You should therefore demonstrate a strong motivation to work in the collaborative and multidisciplinary environment of EMBL.

In addition, you should be dedicated to develop effective relationships and to provide leadership and guidance to team members. The ability to work independently and to participate in a collaborative team effort is desirable, as is a pro-active and positive problem-solving mind-set.

EMBL’s future scientific directions…

EMBL’s new program, Molecules to Ecosystems, includes a vision to advance our understanding of ecosystems at the molecular level, applying expertise in molecular biology to study life in its natural context. New research areas will focus on applying experimental, computational and theoretical approaches to study at multiple levels (molecules, cells, tissues and populations) how organisms interact with each other and respond to environmental change. SCB will be happy to host structural or molecular systems biology activities related to the new transversal themes .
• Planetary Biology – aiming to understand how microbes, plants, and animals interact with each other and with their abiotic environments at the molecular level.
• Microbial Ecosystems – studying microorganisms, how they live in communities and interact with their environments, including host organisms.
• Infection Biology – unravelling new strategies to treat infections by studying pathogens, their molecular machineries, their interface with the host, and their ability to spread in populations and across hosts.
• Human Ecosystems – applying computational and experimental approaches to reveal the impact of the environment on human health and physiology, both at the individual and the population level.
• Theory – using modelling, mathematical reasoning, and conceptual approaches to study complex and dynamic biological systems.

Why join us

EMBL appoints group leaders from early on in their career and provides a very supportive environment for your first independent position in order to achieve your research goals. The initial “Lead your Lab” management training is provided for all incoming group leaders.

The SCB Unit at EMBL offers access to an outstanding integrated structural biology environment that includes a particularly well equipped cryo-electron microscopy facility. The Unit also interacts closely with the EMBL Imaging Centre that offers access to a broad spectrum of electron and light microscopy technologies with special emphasis on correlative approaches. Further information about research in the SCB Unit and at EMBL can be found at the EMBL web page .

EMBL is curiosity-driven, community-oriented and international. As an inclusive, equal opportunity employer , we believe that diversity enables us to collaborate more effectively and be innovative in our approaches. We are, therefore, committed to creating an inclusive and flexible culture – one where everyone can realise their full potential and make a positive contribution to our organisation.

We encourage applications from individuals who can complement our existing team – we believe that success is built on having teams whose backgrounds and personal experiences reflect the diversity of the populations that our science serves. We actively encourage applications from all genders and cultures, ethnic groups and all demographics to help us avoid perpetuating biases and oversights at this transformational point in our people strategy.

EMBL offers attractive conditions and benefits appropriate to an international research organisation with a very collegial and family-friendly working environment. Competitive salary and social security benefits, financial support for relocation, a relaxed culture, professional development, an on-site nursery, canteen and other staff facilities make EMBL a great place to work.

What else you need to know

We are Europe’s flagship research laboratory for the life sciences – an intergovernmental organisation performing scientific research in disciplines including molecular biology, physics, chemistry and computer science. We are an international, innovative and interdisciplinary laboratory with more than 1800 employees from more than 80 countries, operating across six sites, in Heidelberg (HQ), Barcelona, Hinxton near Cambridge, Hamburg, Grenoble and Rome.

The working language of the institute is English.

In your online application, you will be asked to include a cover letter, your CV, the names and contact details of 3 referees and a concise description of research interests & future research plans, typically not exceeding five pages. Should you plan to submit your application close to the deadline, please inform your referees in advance so they can be ready to send their LOR preferably by the deadline of the call.

In addition, you will be asked to provide your potential interest in one (max two) transversal themes and are also invited to apply for multiple positions if relevant.

Before applying, please read full application instructionshere .

Interviews are planned for 7 – 10 November 2022. Same interview conditions will be applied to all candidates, despite of the potential travel restrictions due to the Covid-19 situation.

Information on Group Leader appointments can be found here http://www.embl.org/gl_faq .

An initial contract of 5 years will be offered to the successful candidate. This is foreseen to be extended to a maximum of 9 years, subject to an external review.

Further information about the position can be obtained from the Head of Unit, Christoph Müller .

EMBL is a signatory of the San Francisco Declaration on Research Assessment (DORA ). We support fair and responsible research assessment, which includes its recruitment and performance assessment processes. We recognize a range of research outputs, discourage inappropriate use of proxies such as journal impact factors, and value research outputs based on their intrinsic merit.

View or Apply

To help us track our recruitment effort, please indicate in your cover/motivation letter where (vacanciesineu.com) you saw this job posting";European Molecular Biology Laboratory (EMBL);;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=2A_-KFQXl2YAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-19;2022-11-02;Deutschland
Scientist Cell and Protein Engineering in Penzberg;"Scientist Cell and Protein Engineering

The Position

Scientist Cell & Protein Engineering (m/f/d)

In Roche’s Pharmaceutical Research and Early Development organisation (pRED), we make transformative medicines for patients in order to tackle some of the world’s toughest unmet healthcare needs. At pRED, we are united by our mission to transform science into medicines. Together, we create a culture defined by curiosity, responsibility and humility, where our talented people are empowered and inspired to bring forward extraordinary life-changing innovation at speed.

The position is located in Biological Core Technologies, a department within the Discovery of the pREDs Large Molecules Research, where the design, supply and development of next generation biologics is the primary focus. We closely collaborate with our therapeutic areas and functions to convert therapeutic hypotheses into innovative therapeutics.

Job mission

We are offering an outstanding opportunity for an experienced Scientist to work with a highly engaged team of cell biology, protein chemistry and molecular biology specialists using state-of-the art technologies. You will be responsible for the design and supply of next generation engineered cells and proteins in close collaboration with our internal and external partners.

Your impact

Supporting and developing advanced Cell Engineering and Synthetic Biology projects

Shaping and evolving our portfolio projects by designing, supplying and characterizing next generation antibody based therapeutics, bioconjugates and gene and cell therapies.

Nurturing trustful relationships and effective collaboration with internal and external partners.

Your profile

You thrive in and are dedicated to establishing a culture of mutual support, cross-training, continuous learning and self-organization to meet project and functional goals. You thrive in a dynamic, inclusive environment that gives you full accountability for your own contributions and development. You know how to prioritize, how to create clarity and focus.

Your 3 years+ experience in drug discovery, advanced cell- and protein engineering as well as state of the art biochemistry enables you to support our technology and portfolio projects. You have a keen interest in working with and developing IT systems. You are resourceful and flexible in problem solving and in working in a collaborative and inclusive manner with strong oral and written communication skills.

University degree in biochemistry, biology or similar area

including PhD or master degree and several years of

relevant professional experience

At least 3 years (PostDoc) experience in research (industry or university)

Specialist knowledge

Project management skills

Fluent English language skills

IT skills (MS Office, Geneious, MataVue , Spotfire)

Specific expertise in the field of Cell engineering, Synthetic Biology and Protein Engineering

Our commitment

Roche commits to recognizing talent and aptitude. We prioritize encouraging and supporting our employees in their personal journeys by providing a safe, creative space to help them reflect, make decisions and grow in their career.

We are confident that we find the most innovative solutions by gaining different perspectives, asking and answering hard questions, and challenging the status quo. Roche embraces diversity and equal opportunity in a serious yet enthusiastic way; we are devoted to building a team that represents a range of backgrounds, perspectives, and skills. The more inclusive we are, the better our work will be.

We look forward receiving your application!

Application documents

For your application, please keep it simple. We only ask you for an up-to-date CV, which includes your academic track record and a full publication and conference presentations list. You may also include a short motivation letter. All further documents will be handled at a later stage.

Your contact to us! With people. For people.

Do you need more support?

Our Talent Acquisition Team welcomes your questions. Please send an email to grenzach.germany_talent_acquisition(at)

Who we are

At Roche, more than 100,000 people across 100 countries are pushing back the frontiers of healthcare. Working together, we’ve become one of the world’s leading research-focused healthcare groups. Our success is built on innovation, curiosity and diversity.

Roche at Penzberg, near Munich, employs more than 5,000 people. The site is one of the largest biotechnology centers in Europe and the only Roche site with research, development and production for both Pharmaceuticals and Diagnostics under one roof. From your beginning with Roche, our motivated team will welcome and support you. Numerous opportunities for personal development, flexible work hours, attractive compensation packages and special family assistance programs are available.

Roche is an Equal Opportunity Employer";Roche Diagnostics GmbH;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=gBA9JSMmO2YAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-09;2022-11-02;München
Group Leader – Structural or Molecular Systems Biology;"The Structural and Computational Biology (SCB) Unit at EMBL Heidelberg pursues an ambitious and cross-disciplinary research program in integrated structural and computational systems biology, bridging between temporal and spatial scales. The SCB Unit seeks to recruit a highly motivated group leader in the area of structural or molecular systems biology to address fundamental questions in life sciences.

Your role

Establish an independent and innovative research programme. The SCB Unit is interested in attracting candidates that pursue experimental or computational approaches, which can contribute to or interface with integrated structural biology. Research areas can be diverse including chemical biology, (high-throughput) biochemistry, biophysics, proteomics, metabolomics, synthetic biology, modelling and simulation of biological systems. The research should extend or enrich structural systems biology, a broad concept that the unit is pursuing, in conjunction with a strong computational biology programme.

In line with EMBL’s scientific programme from Molecules to Ecosystems, the SCB Unit is also interested in candidates that have research programs related to EMBL’s transversal themes; for example, the SCB Unit has already considerable strengths in Planetary Biology and Microbial Ecosystems. The future group leader will be embedded in the multidisciplinary and collaborative environment of EMBL, which provides many opportunities for interaction with other research groups.

You have

The ambition to work on fundamental biological questions, which implies both, biological discoveries or methodological advances. Furthermore, your research complements and synergizes with the activities of the SCB Unit and the whole of EMBL. You should therefore demonstrate a strong motivation to work in the collaborative and multidisciplinary environment of EMBL.

In addition, you should be dedicated to develop effective relationships and to provide leadership and guidance to team members. The ability to work independently and to participate in a collaborative team effort is desirable, as is a pro-active and positive problem-solving mind-set.

You might also have

EMBL’s new program, Molecules to Ecosystems, includes a vision to advance our understanding of ecosystems at the molecular level, applying expertise in molecular biology to study life in its natural context. New research areas will focus on applying experimental, computational and theoretical approaches to study at multiple levels (molecules, cells, tissues and populations) how organisms interact with each other and respond to environmental change. SCB will be happy to host structural or molecular systems biology activities related to the new transversal themes.

• Planetary Biology – aiming to understand how microbes, plants, and animals interact with each other and with their abiotic environments at the molecular level.

• Microbial Ecosystems – studying microorganisms, how they live in communities and interact with their environments, including host organisms.

• Infection Biology – unravelling new strategies to treat infections by studying pathogens, their molecular machineries, their interface with the host, and their ability to spread in populations and across hosts.

• Human Ecosystems – applying computational and experimental approaches to reveal the impact of the environment on human health and physiology, both at the individual and the population level.

• Theory – using modelling, mathematical reasoning, and conceptual approaches to study complex and dynamic biological systems.

• Why join us

EMBL appoints group leaders from early on in their career and provides a very supportive environment for your first independent position in order to achieve your research goals. The initial “Lead your Lab” management training is provided for all incoming group leaders.

The SCB Unit at EMBL offers access to an outstanding integrated structural biology environment that includes a particularly well equipped cryo-electron microscopy facility. The Unit also interacts closely with the EMBL Imaging Centre that offers access to a broad spectrum of electron and light microscopy technologies with special emphasis on correlative approaches. Further information about research in the SCB Unit and at EMBL can be found at the EMBL web page.

EMBL is curiosity-driven, community-oriented and international. As an inclusive, equal opportunity employer, we believe that diversity enables us to collaborate more effectively and be innovative in our approaches. We are, therefore, committed to creating an inclusive and flexible culture – one where everyone can realise their full potential and make a positive contribution to our organisation.

We encourage applications from individuals who can complement our existing team – we believe that success is built on having teams whose backgrounds and personal experiences reflect the diversity of the populations that our science serves. We actively encourage applications from all genders and cultures, ethnic groups and all demographics to help us avoid perpetuating biases and oversights at this transformational point in our people strategy.

EMBL offers attractive conditions and benefits appropriate to an international research organisation with a very collegial and family-friendly working environment. Competitive salary and social security benefits, financial support for relocation, a relaxed culture, professional development, an on-site nursery, canteen and other staff facilities make EMBL a great place to work.

What else you need to know

We are Europe’s flagship research laboratory for the life sciences – an intergovernmental organisation performing scientific research in disciplines including molecular biology, physics, chemistry and computer science. We are an international, innovative and interdisciplinary laboratory with more than 1800 employees from more than 80 countries, operating across six sites, in Heidelberg (HQ), Barcelona, Hinxton near Cambridge, Hamburg, Grenoble and Rome.

The working language of the institute is English.

In your online application, you will be asked to include a cover letter, your CV, the names and contact details of 3 referees and a concise description of research interests & future research plans, typically not exceeding five pages. Should you plan to submit your application close to the deadline, please inform your referees in advance so they can be ready to send their LOR preferably by the deadline of the call.

In addition, you will be asked to provide your potential interest in one (max two) transversal themes and are also invited to apply for multiple positions if relevant.

Before applying, please read full application instructions here .

Interviews are planned for 7 – 10 November 2022. Same interview conditions will be applied to all candidates, despite of the potential travel restrictions due to the Covid-19 situation.

Information on Group Leader appointments can be found here http://www.embl.org/gl_faq.

An initial contract of 5 years will be offered to the successful candidate. This is foreseen to be extended to a maximum of 9 years, subject to an external review.

Further information about the position can be obtained from the Head of Unit, Christoph Müller.

EMBL is a signatory of the San Francisco Declaration on Research Assessment (DORA). We support fair and responsible research assessment, which includes its recruitment and performance assessment processes. We recognize a range of research outputs, discourage inappropriate use of proxies such as journal impact factors, and value research outputs based on their intrinsic merit";EMBL;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=88FJaaVb_ccAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-09-20;2022-11-02;Heidelberg
