title;description;company;job-type;application-url;post-date;expiry-date;location
Synthetic Biology, Account Manager;"The Account Manager is responsible for delivering revenue and driving growth in their territory for Twist Bioscience gene synthesis products. The individual is accountable for delivering accurate revenue forecasts throughout the fiscal year, enabling the executive team to monitor business performance and drive decision making. The individual is required to maintain knowledge of competitor products and their commercial strategies, identifying and escalating their activities in a time bound manner. The individual is also accountable for providing customer feedback on Twist Bioscience products in addition to identifying unmet customer needs that will enable the development of new and innovative products.

What you'll be doing:

Job performance will involve a variety of activities including:
Attain quarterly and annual revenue targets established from annual commission plans. Deliver accurate and timely forecasts for their territory. Develop and manage key relationships with new and existing customers at multiple organizational levels. Develop contingency and risk mitigation plans for their region as necessary. Develop and execute supply agreements to support new and existing business. Work collaboratively with operations to minimize time to revenue. Maintain CRM database with up to date information Represent the company at relevant tradeshows. Maintain and raise awareness of the competitive landscape, provide customer feedback and introduce new product ideas to internal partners. Additional duties as assigned.

What you'll bring to the team:
Proven track record of delivering financial targets on a quarterly and annual basis At least 2-5 years of experience of selling life science reagents and solutions. Knowledge of synthetic biology products and markets preferred. Business to business experience preferred, in particular selling to pharma, chemical and/or Agbio organizations. Demonstrated technical knowledge of synthetic biology applications utilizing synthetic genes, pathways and organisms a necessity. A background in technical sales and support or product management is preferred. Salesforce experience required

KEY ATTRIBUTES
Demonstrated drive determination and self-motivation resulting in consistent achievement of financial results. Demonstrated scientific problem solving skills. Demonstrated technical depth in synthetic biology applications and workflows. Positive external and internal relationship management skills. Ability to participate with others as a member of the team to ensure that demanding and difficult projects are handled smoothly and cooperatively. Strong communication and presentation skills. Proven ability to thrive in a start-up/ change oriented environment.

EDUCATION:
Bachelor's degree (B.A./B.S) from four year College or university preferred in Biology or similar field";Twist Bioscience;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=KHjBuE51LBcAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-11-28;2022-12-18;Bremen
Technical Assistant or Research Associate strain engineering / SynBio (m/f/d);"We are a team of scientists, engineers and business experts from diverse backgrounds brought together by a passion for creating sustainable products for forward-looking customers. We are now looking to hire a research associate or biological / chemical technical assistant (BTA / CTA) in the area of strain engineering and synthetic biology. The candidate will work closely with strain engineering scientists to set up and run protocols in molecular biology and protein biochemistry in a very interactive setting with colleagues in protein engineering, assay development, fermentation and downstream process development.

An ideal candidate for this position will perform the following duties:

● Perform hands-on research under the direction of a scientist.

● Conduct standard molecular biology techniques such as DNA amplification and purification, plasmid purification, cloning and sequence analysis.

● Construct microbial strains using standard molecular cloning techniques such as Gibson assembly, Golden Gate assembly or restriction-ligation cloning and strain recombineering and integration methods.

● Culture and evaluate constructed strains using small-scale (plate and flask-scale) cultivations and assays.

● Run spectrophotometric biochemical assays according to established protocols.

● Reliably document, store and clearly communicate data and results.

Qualifications/Experience:

● Completed vocational training for BTA/MTA or Bachelor’s degree in Molecular Biology, Biochemistry, Biotechnology or related field (no PhD).

● Experience in molecular biology and protein biochemistry, involving DNA manipulation and enzymatic assays.

● Proficiency in MS Office, experience with electronic laboratory notebook software is a plus.

● Proven critical thinking and problem-solving skills and ability to work flexibly in a dynamic startup setting.

● Strong willingness to learn novel cutting-edge methodologies

● Excellent interpersonal and communication skills in English (German skills are not necessary).

Powered by JazzHR";Insempra GmbH;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=iCBuf-eJxpkAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-04;2022-12-18;Planegg
Full professorship (W3) for Molecular Cell Biology;"registration number: fb20-W3 for Molecular Cell Biology-2022

Entry date:

winter term 2023/2024

Application deadline:

2022-12-31

Salary:

W3 HBesG

Duration:

permanent

Volume of employment:

full-time

The Philipps University, founded in 1527, offers multiple award-winning teaching for around 22,000 students and tackles the important issues of our time with excellent research across a broad spectrum of science.

The Faculty of Medicine invites applications for a

Full professorship (W3) for Molecular Cell Biology

to be filled for winter term 2023/2024.

Tasks:

The professorship represents the subject of molecular cell biology in research and teaching in all courses of the Faculty of Medicine and will be head of the department of the Institute for Molecular Cell Biology at the interdisciplinary Center for Synthetic Microbiology (SYNMIKRO). In addition to the advertised W3 professorship, a cell-biologically oriented W2 professorship is part of the Institute.

The professorship is expected to play a central role in the main research areas of the Faculty of Medicine (infection/inflammation/immunity, tumor biology, neurosciences). The scientific focus of the professorship should be set on at least one of the following subject areas: intracellular transport/trafficking/endosomal sorting, cytoskeleton/mechanobiology, RNA biology and/or cellular metabolism. The research interest of the professorship should be disease-related and use suitable biological models including mammalian systems. The research activities should relate and interact with the research interests of research groups of SYNMIKRO and the Max Planck Institute for Terrestrial Microbiology and connect and support state of the art scientific methods in systems biology, synthetic biology and/or fluorescence or cryo-electron microscopy.

Profile:

We are looking for an internationally recognized research personality with an excellent publication record in the field of molecular cell biology. The appointed candidate is expected to actively contribute to existing collaborative research projects (SFB1021, SFB/TRR84, KFO325, KFO309, GRK2573, DZIF, DZL, LOEWE ""DRUID"", LOEWE ""Diffusible Signals"") and to play a leading role in setting up new research alliances. Experience in the successful acquisition of third-party funds is required.

The Universities of Gießen and Marburg have founded a research alliance with the Technische Hochschule Mittelhessen called, Forschungscampus Mittelhessen, a framework in which the two faculties of medicine practice structured cooperation in research and education. Applicants are expected to cooperate and work on joint projects across universities and departments.

The employment requirements of §§ 67 and 68 HessHG apply. Prerequisites for employment are a completed university degree, pedagogical aptitude, doctorate and additional academic achievements, which can be proven by a habilitation or equivalent achievements or as part of a junior professorship.

The University of Marburg attaches great importance to the intensive supervision of students and doctoral candidates and expects its lecturers to have a strong presence at the university, a high level of commitment in the field of academic teaching and intensive participation in the planned further development of medical education.

We support women and strongly encourage them to apply. In areas where women are underrepresented, female applicants will be preferred in case of equal qualifications. As a certified family-friendly university, we support our employees in balancing family and career. Applicants with a disability as discribed in SGB IX (§ 2 Abs. 2, 3) will be preferred in case of equal qualifications.

Please apply via the button below by December 31, 2022, enclosing the application form provided on the Internet (www.uni-marburg.de/de/fb20/fachbereich/services/formulare";Universität Marburg;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=JmBEqOEq9pgAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-11-21;2022-12-18;Marburg
Scientist Synthetic Biology/Gene Therapy m/f/d in Penzberg;"Scientist Synthetic Biology/Gene Therapy (m/f/d) The Position Are you ready for your next challenge? Our vision is to create novel and highly differentiated medicines.
To this end, we discover and develop novel therapeutic antibodies and next generation biologics, such as bispecific antibodies, fusion proteins or AAV vectors for gene therapy.
Our ambition is to deliver such novel molecules to patients with game changing clinical benefit.
We are looking for a Scientist in Synthetic Biology/Gene Therapy (m/f/d) with a keen interest in the fields of rAAV gene therapies.
You will join the department of Cell Technologies, which belongs to a unit called Large Molecule Research within Roche Pharma Research and Early Development (pRED).
This position therefore offers the opportunity to interact with numerous functions within Roche also at different sites to deliver novel medicines to patients.
Your team in a nutshell:
You will be part of ambitious matrix teams, which drive different rAAV gene therapy projects of the Synthetic Biology program in Targeted Modalities (TMo).
These teams involve Roche colleagues with different expertise and level (e.g.
students, lab technicians, scientists and project managers).
Each voice is valued and we highly appreciate contribution of different perspectives that often leads to innovative solutions for our challenging projects.
The job in a nutshell:
Your work focuses on development and application of synthetic biology tools for cell engineering and rAAV vector engineering.
You have a strong background in ML-guided barcoded library generation & screening to run design-build-test-learn cycles for engineering & optimization of genetic elements.
The main tasks of this position:
DESIGN:
You will design rAAV gene libraries using computational tools based on your deep understanding of how to connect genetic/RNA/protein elements to create synthetic systems that are functional in mammalian cells.
BUILD:
You will apply cutting-edge genome editing and other cell engineering technologies to generate tailor-made cell lines for assays, production and screening.
TEST:
You will use existing and establish new functional readouts, e.g.
FACS, reporter cell systems, microfluidic systems and NGS, to select for desired cell populations and isolate desired DNA sequences.
LEARN:
You will use state-of-the-art data analysis software but also apply self-written scripts (e.g.
R / Python or others) to analyze and consolidate large data sets that support informed or ML-guided decision-making for the next design cycle.
You will be responsible to map standardized biological parts and process large data sets to fit into our IT infrastructure.
This is also very important for us:
Team player:
you are passionate about building strong teams.
In your teams, everyone shares the success while setbacks are viewed as an opportunity to learn.
Communication and networking:
You know how to proactively build bridges and how to network in a big organization.
Being courageous:
you tackle difficult issue with confidence and you hold things together during tough times.
Organizational awareness:
you see the big picture and have a clear understanding of other group’s business needs.
Continuous learning:
you enjoy the challenges of unfamiliar tasks to continuously learn new things.
You seek novel approaches to solve problems and to challenge the status quo.
Presentation skills:
you know how to present in a clear and convincing way in front of big audiences and management boards.
And the technical requirements for this position? A strong background in cutting-edge technologies for generation & screening of barcoded libraries is necessary for this position.
Ideally in the context of rAAV gene therapies A University degree in biotechnology, synthetic biology or similar area including PhD helps you to fulfill those tasks Ideally, you have already applied your programming skills to analyze large data sets or have used machine learning approaches to tackle biological questions Expertise in molecular biology (e.g.
plasmid design, gene switches, RNA engineering, library design & transformation, DNA sequencing) and cell engineering (transfection, CRISPRa/i, gene tagging) is required.
Experience in the following techniques and readouts are desired:
FACS analysis, microfluidic devices, cell culture automation and NGS We can trust in your project management skills Fluent English language skills are natural to you Strong IT and data analysis skills as well Your application:
For your application, please keep it simple.
We only ask you for an updated CV.
A motivation letter is also not needed.
However, please let us get to know you by submitting a short essay (max.
half a page) exposing the meaning the following topic has to you:
“Mindset, scientific community, organizational setup and/or modern technologies:
What does it need to build an innovative working environment?” This position is limited to 2 years.
Application documents To make the application process as convenient as possible for you please add only your updated CV.
References and certificates are not required at this stage.
We look forward to receiving your application! Your contact to us! With people.
For people.
Do you need more support? Our Talent Acquisition Team welcomes your questions.
Please send an email to Who we are At Roche, more than 100,000 people across 100 countries are pushing back the frontiers of healthcare.
Working together, we’ve become one of the world’s leading research-focused healthcare groups.
Our success is built on innovation, curiosity and diversity.
Roche at Penzberg, near Munich, employs more than 5,000 people.
The site is one of the largest biotechnology centers in Europe and the only Roche site with research, development and production for both Pharmaceuticals and Diagnostics under one roof.
From your beginning with Roche, our motivated team will welcome and support you.
Numerous opportunities for personal development, flexible work hours, attractive compensation packages and special family assistance programs are available.
Roche is an Equal Opportunity Employer";Roche Diagnostics GmbH;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=xVUiVq1LLQsAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-04;2022-12-18;München
Scientific Editor, Molecular Systems Biology / EMBO Molecular Medicine;"About the team/job
EMBO stands for excellence in the life sciences. We support talented researchers at all stages of their careers in Europe and beyond, stimulate the exchange of scientific information, and help build a research environment where scientists can achieve their best work. EMBO Press encompasses four prestigious scientific research journals, The EMBO Journal, EMBO Reports, Molecular Systems Biology and EMBO Molecular Medicine, and runs a fifth, Life Science Alliance, in association with Rockefeller University Press and Cold Spring Harbor Laboratory Press.
Your role
EMBO is seeking a highly motivated scientist with broad and international high-level research experience for the role of scientific editor at EMBO Molecular Medicine and / or Molecular Systems Biology. The editor has a diverse set of responsibilities towards ensuring that Molecular Systems Biology and EMBO Molecular Medicine, as well as the other EMBO Press journals publish peer-reviewed material of the highest quality and broad general interest. The scientific editor reports to the deputy Head of Scientific Publications, EMBO Press.The successful candidate will be responsible for selecting research papers as well as commissioning reviews and commentaries in a number of subject areas for publication. The candidate will be expected to form extensive contacts to the scientific community and engage in regular travel to conferences and research institutions. The scientific editor will be involved in all publication activities at the EMBO Press journals as well as other EMBO activities.
Specific responsibilities

In the assigned subject areas, critical evaluation of submitted manuscripts, identification of suitable reviewers/advisors and the communication of appropriate editorial criteria and decisions;
Commissioning, peer review and developmental editing of high-level reviews, commentaries and ‘News & Views’ articles in the assigned subject areas;
The transfer of manuscripts that meet EMBO Press publication policies for editorial production;
Attendance of conferences and visits to research institutions to represent EMBO Molecular Medicine and / or Molecular Systems Biology, EMBO Press, as well as the other EMBO departments;

The delivery of talks related to scientific communication;
Involvement in publicity and social media activities in assigned subject areas.
Writing and editing of highlights, summaries and press releases in assigned subject areas;
Involvement in the strategic development of EMBO Press publishing initiatives;
Perform additional tasks as required by the Head of Scientific Publications or the EMBO Director.

This position will occasionally require working outside of the normal working hours, in the evenings or during the weekend during conferences or other events.
You have

Completed successful postdoctoral research projects, preferably in one or more of the following fields: aging, neuroscience, biomarkers and diagnostics, genomics, proteomics, computational biology, metabolic and regulatory networks, metabolomics,evolution, systems medicine and/or synthetic biology and biological engineering; other areas within the journals’ scope are also welcome;
Experience working in a fast-paced, highly collaborative, international academic environment;
Excellent written and verbal communication skills in English;
A decisive, judicious, detail-oriented, analytical and impartial mind;
Good organizational skills, multi-tasking, an ability to prioritise and to follow guidelines while working autonomously.

You might also have

Senior academic qualifications;
Editorial experience.

Why join us
The EMBO offices are located on the international EMBL life science research campus in Heidelberg, Germany. Heidelberg, home to around 150,000 people, is a lively university city. EMBO is an inclusive, equal opportunity employer offering attractive conditions and benefits appropriate to an international science organisation. The remuneration package comprises a competitive salary, pension scheme, medical, educational and other social benefits, as well as financial support for relocation and installation and family-related benefits where applicable.
As a non-profit organisation, we have an informal and collegial working environment that is inspired by our dedication to working for a common greater good. This position is mostly office-based, with flexible working options available.
What else you need to know
This is a fixed-term absence cover position.
Please supply the following documents with your application:

CV/Resumé;
A short cover letter outlining why you are attracted to the position and how your background and expertise would benefit the journal(s) and EMBO;
Bibliographic information";European Molecular Biology Organization (EMBO);;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=8f_IlMuJoKgAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-11-30;2022-12-18;Heidelberg
Postdoc in Microbiology ( Synthetic Biology (f/m/d);"Beschreibung

Within an interdisciplinary project we will use latest optogenetic methods for programming micro-organisms (yeast, B. subtilis) for the precisely controlled production of engineered proteins to build and form sustainable, bio-based materials. We will combine microbiology and cell programming with automation and artificial intelligence to guide the development of materials with desired properties.

You have a university degree in biology, biotechnology or a comparable subject and a completed PhD.

You should have experience in the following areas:
• Handling and engineering of subtilis or S. cerevisiae. (Candidates being familiar with both organisms will be preferred)
• Synthetic biology and protein engineering
• Proficient skills in spoken and written English

We are looking forward to applications from highly motivated candidates who are interested in working in an interdisciplinary environment.

We welcome your application including CV, publication list and 2-3 contact details for references.

We are looking forward to your application

The contract will be limited to two years. The salary will be determined in accordance with E13 TV-L.

We are particularly pleased to receive applications from women for the position advertised here";University of Freiburg;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=Mgcar9wThbkAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-04;2022-12-18;Deutschland
International PhD Program in Microbiology | Fully Funded PhD Positions;"International PhD Program in MicrobiologyFully Funded PhD Positions We are excited to invite applicants with a strong interest for interdisciplinary research in modern microbiology to apply for fully funded PhD positions at the International Max Planck Research School Principles of Microbial Life.
Applicants should hold an MSc degree or equivalent in biology, biochemistry, genetics, molecular biology, microbiology, bioinformatics, chemistry, chemical biology, physics, biophysics, or another relevant field. The International Max Planck Research School Principles of Microbial Life is a joint initiative of the University of Marburg, the Max Planck Institute for Terrestrial Microbiology, and the Center for Synthetic Microbiology. More than 35 research groups participate in the program and cover research in Cellular organization and architecturePhysiology and metabolismMicrobial communities and interactionsHost-microbe interactions Signal transduction and information processingSystems and synthetic biology We offer: A research project in a vibrant, international research community Mentoring by world-class scientists through a thesis advisory committee Access to state-of-the-art research facilities Structured interdisciplinary training program which includes lectures, seminars, scientific and transferable skill workshops, attendance to retreats and conferences Salary based on the Collective Agreement for the Public Service in Germany (TVöD) which includes health and social insurance coverage Assistance service for international researchers Deadline for applying is January 31, 2023. Apply directly via the online application system. Accepted candidates can start their PhD projects already in summer of 2023. The PhD program starts in October 2023. For more information about the International Max Planck Research School Principles of Microbial Life, please visit our website. Contact:IMPRS Office Email: imprs@mpi-marburg.mpg.deWeb: http://www.imprs-marburg.deTwitter: @IMPRS_Mic Max Planck Institute for Terrestrial MicrobiologyKarl-von-Frisch-Straße 1035043 Marburg, GermanyPhone: +49 6421 178-905";"IMPRS ""Principles of Microbial Life: From molecules to cells, from cells to interactions""";PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=wbXBgJPhbfIAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-02;2022-12-18;Marburg
CEO for Synthetic Biology / Biotechnology Startup;"SinFonia aims to produce novel bio-based fluorochemicals in a biological way that is significantly more sustainable than current chemical methods. SinFonia has developed a process to biomanufacture a diverse set of fluorinated molecules, and has filed two patents with a third on the way. Fluorinated organic molecules have the potential to create highly specialised biomaterials or replace current organic synthesis of fluorinated pharmaceuticals

The innovation potential of SinFonia is high, as it sets the stage for a societally sustainable value chain for the production of novel, bio-based fluoropolymers from renewable substrates. Materials containing the element fluorine are extremely important in our modern world, with applications in electronics, healthcare, automotive and wearables. Long term, Sinfonia strives to design cell factories for efficient synthesis of novel fluorinated products.

The CEO will be working closely with the inventors and board of SinFonia:
• Dr. Mariela Paula Mezzina, Chief Scientific Officer
• Dr. Pablo Ivan Nikel, co-inventor and advisor
• Dr. Patricia Valdayo, co-inventor and advisor

Recommended experiences for CEO:
• 2+ years of leadership running early-stage bioventures
• Technical and commercial understanding of synbio/biotech processes
• Experience in fundraising from institutional investors like private equity, venture capital, foundations, and grants
• Experience in launching and running multiple parallel projects
• Experienced in building market opportunities and working with C-Suite in biotech/synbio companies
• Experience putting together a pitch deck, framing a story and pitching to investors
• Preferably, but not must, hold a PhD in Biotechnology, Synthetic Biology, Nano Technology or Materials Engineering (or equivalent)

Responsibilities:
• Incorporate the company
• Manage overall operations, budgeting, and decisions of the organisation
• Lead the development and execution of the organisation's short and long-term strategy
• Appraise the value of the IP and formulate new product or services that tap into the invented technology
• Identify relevant customers and create a go-to-market strategy
• Initiate and manage partnerships and collaborations with relevant stakeholders or future customers
• Negotiate and execute patent and business agreements
• Raise pre-seed capital in the first 6-12 months, and apply to relevant incubators

Expectations

CEO must live in Copenhagen or be able to fly in once every two months

ValleyDAO focuses on Biotechnology, Synthetic Biology, Material Science, Food Tech, and Blockchain / Cryptocurrency. Their company has offices in Europe, United States, and Asia. They have a small team that's between 1-10 employees.

You can view their website at https://www.valleydao.bio";ValleyDAO;StartUp;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=tM_x3n8DowsAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-11-08;2022-12-18;Beliebiger Ort
CEO for Computational Biology / TechBio Startup;"SynBioCAD is a toolshed for synthetic biology, metabolic engineering, and industrial biotechnology. The tools and workflows currently shared on the portal enable one to build libraries of strains that produce desired chemical targets covering an end-to-end metabolic pathway design and engineering process. The toolkit lets one do everything from the selection of strains and targets, the design of DNA parts to be assembled, to the generation of scripts driving liquid handlers for plasmid assembly and strain transformations. The software provides a graphical user interface that allows users to drag-and-drop components into a design canvas, and then uses a set of algorithms to automatically generate a corresponding DNA sequence. These features make this tool a valuable addition to a biological engineer’s bench desk, accelerating the development of synthetic biology and metabolic engineering technologies

The CEO will be working closely with the inventors of SynBioCAD:

Prof. Jean-Loupe Faulon, scientific director and member of the board

Dr. Joan Hérisson, CTO and member of the board

Recommended experiences for CEO:
• 2+ years of leadership running early-stage ventures
• Technical and commercial understanding of synbio/biotech workflows
• Understanding of the workflow needs from the user’s point of view (Lab technicians, startups, biofoundries)
• Experience in fundraising from institutional investors like private equity, venture capital, foundations, and grants
• Experience in launching and running multiple parallel projects
• Experienced in building market opportunities and working with C-Suite in biotech/synbio companies
• Preferably hold a PhD in Biotechnology or Computer Science (or equivalent). This is not mandatory.
• Most importantly, the candidate must be able to understand and communicate the technology and its value proposition

Responsibilities:
• Manage overall operations, budgeting, and decisions of the organisation.
• Lead the development and execution of the organisation's short and long-term strategy.
• Improve the current product by conducting interviews, collecting user-feedback, and following other well-established PM principles
• Identify relevant customers and create a market strategy
• Build and maintain a relevant network for growing the company
• Initiate and manage partnerships and collaborations with relevant stakeholders
• Receive LOIs or pre-sell the product to relevant customers
• Raise pre-seed capital in the first 6-12 months

ValleyDAO focuses on Biotechnology, Synthetic Biology, Material Science, Food Tech, and Blockchain / Cryptocurrency. Their company has offices in Europe, United States, and Asia. They have a small team that's between 1-10 employees.

You can view their website at https://www.valleydao.bio";ValleyDAO;StartUp;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=v13kfSE90rkAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-11-09;2022-12-18;Beliebiger Ort
International PhD Program in Microbiology | Fully Funded PhD Positions;"International PhD Program in Microbiology
Fully Funded PhD Positions

We are excited to invite applicants with a strong interest for interdisciplinary research in modern microbiology to apply for fully funded PhD positions at the International Max Planck Research School Principles of Microbial Life.

Applicants should hold an MSc degree or equivalent in biology, biochemistry, genetics, molecular biology, microbiology, bioinformatics, chemistry, chemical biology, physics, biophysics, or another relevant field. The International Max Planck Research School Principles of Microbial Life is a joint initiative of the University of Marburg, the Max Planck Institute for Terrestrial Microbiology, and the Center for Synthetic Microbiology. More than 35 research group leaders participate in the program and cover research in

Cellular organization and architecture
Physiology and metabolism
Microbial communities and interactions
Host-microbe interactions Signal transduction and information processing
Systems and synthetic biology

We offer:
• A research project in a vibrant, international research community
• Mentoring by world-class scientists through a thesis advisory committee
• Access to state-of-the-art research facilities
• Structured interdisciplinary training program which includes lectures, seminars, scientific and transferable skill workshops, attendance to retreats and conferences
• Salary based on the Collective Agreement for the Public Service in Germany (TVöD) which includes health and social insurance coverage
• Assistance service for international researchers

Deadline for applying is January 31, 2023. Apply directly via the online application system.

Accepted candidates can start their PhD projects already in summer of 2023. The PhD program starts in October 2023.

For more information about the International Max Planck Research School Principles of Microbial Life, please visit our website.

Contact:
IMPRS Office

Email: imprs@mpi-marburg.mpg.de
Web: [...] @IMPRS_Mic

Max Planck Institute for Terrestrial Microbiology
Karl-von-Frisch-Straße 10
35043 Marburg, Germany
Phone: +49 6421 178-905";ScienceCareers;PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=pik8X5AsY0kAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-01;2022-12-18;Deutschland
