title;description;company;job-type;application-url;post-date;expiry-date;location
Synthetic Biology, Account Manager - Nordics;The Account Manager is responsible for delivering revenue and driving growth in their territory for Twist Bioscience gene synthesis products. The individual is accountable for delivering accurate revenue forecasts throughout the fiscal year, enabling the executive team to monitor business performance and drive decision making. The individual is required to maintain knowledge of competitor products and their commercial strategies, identifying and escalating their activities in a time bound manner. The individual is also accountable for providing customer feedback on Twist Bioscience products in addition to identifying unmet customer needs that will enable the development of new and innovative products.What you'll be doing: Job performance will involve a variety of activities including: Attain quarterly and annual revenue targets established from annual commission plans.Deliver accurate and timely forecasts for their territory.Develop and manage key relationships with new and existing customers at multiple organizational levels.Develop contingency and risk mitigation plans for their region as necessary.Develop and execute supply agreements to support new and existing business.Work collaboratively with operations to minimize time to revenue.Maintain CRM database with up to date informationRepresent the company at relevant tradeshows.Maintain and raise awareness of the competitive landscape, provide customer feedback and introduce new product ideas to internal partners.Additional duties as assigned. What you'll bring to the team: Proven track record of delivering financial targets on a quarterly and annual basisAt least 2-5 years of experience of selling life science reagents and solutions. Knowledge of synthetic biology products and markets preferred.Business to business experience preferred, in particular selling to pharma, chemical and/or Agbio organizations.Demonstrated technical knowledge of synthetic biology applications utilizing synthetic genes, pathways and organisms a necessity.A background in technical sales and support or product management is preferred.Salesforce experience required KEY ATTRIBUTES Demonstrated drive determination and self-motivation resulting in consistent achievement of financial results.Demonstrated scientific problem solving skills.Demonstrated technical depth in synthetic biology applications and workflows.Positive external and internal relationship management skills.Ability to participate with others as a member of the team to ensure that demanding and difficult projects are handled smoothly and cooperatively.Strong communication and presentation skills.Proven ability to thrive in a start-up/ change oriented environment. EDUCATION: Bachelor's degree (B.A./B.S) from four year College or university preferred in Biology or similar field;Twist Bioscience;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=FfAfTYlA02IAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-19;2023-01-02;Bremen
Postdoctoral Position in Synthetic Biology and Optogenetic Model Biosyste...;"**Postdoctoral Position in Synthetic Biology and Optogenetic Model Biosystems**

Our research group at the Institute of Synthetic Biology at the Heinrich-Heine University (HHU) Düsseldorf is looking for a highly motivated and talented **postdoctoral researcher**. Candidates should possess a strong background in cell and molecular biology, human disease research, and must have experience and interest in mammalian stem cell technologies and the cultivation of 3-dimensional tissue cultures including organoids, or stem cell genome engineering. Experience with confocal microscopy, synthetic biology, and deep knowledge in developmental biology and biochemistry are of advantage.
• *Activities and Responsibilities**

The candidate will be part of a project funded by the _VolkswagenStiftung_ synergizing concepts of synthetic biology and advanced mammalian cell culture model systems. In particular, the project focuses on the genomic engineering of induced pluripotent stem cell and the implementation and application of synthetic and optogenetic technologies. The project aims to develop spatiotemporal disease models utilizing 3D cell culture techniques and optical control strategies. The combination of optogenetics and synthetic biological switches enables a precise regulation of signals and activities that shall delicately trigger biological responses in order to remodel diseases or modulate the development of 3D *in-vitro* models. The high spatial and temporal precision and the possibility to obtain quantitative informative data are key advantages of the developed technologies.
• *Qualification Profile**

· PhD degree in biology, developmental biology, tissue engineering, cell and molecular biology, biochemistry, biotechnology, or related fields.

· Working experience with stem cells and their maturation into 3-dimensional tissue cultures e.g., organoids, or experience with genome engineering techniques.

· Interest in learning and applying the principles of synthetic biology to stem cell research.

· Deep and broad interest in biology and advanced technologies, self-driven working attitude, good teamworking skills.

· Good English skills.
• *We Offer**

The candidate will pioneer in a young and enthusiastic fully equipped group hosted at the Institute of Synthetic Biology in an international environment. The candidate will deeply integrate into a joint curriculum within the host institute and participate in seminars and infrastructure-related tasks. Preference will be given to handicapped applicants with equal qualification. The positions will be based on salary grade E 13 (100%) according to the Collective Agreement for the Civil Service (TVöD). The starting date is negotiable.

Please send your application including CV, motivation letter, and the contact details of two references as a single document to Jun-Prof. Hannes Beyer ([])).

Tagged as: Life Sciences";Heinrich-Heine University Düsseldorf;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=8HjIrZnMIgMAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-12;2023-01-02;Düsseldorf
PhD and Postdoc Positions In Materials-directed Synthetic Biology.;"The Department of Synthetic Biology at the University of Freiburg (Research Group Prof. Wilfried Weber) is offering

PhD and Postdoc Positions

In Materials-directed Synthetic Biology.

By using versatile synthetic biology techniques including latest optogenetic approaches, you will develop cell biological and biochemical strategies to synthesize adaptive and interactive materials for different applications including biomedicine, construction, biosensing and bioremediation.

A special focus will be on optogenetic methods to structure material properties in four dimensions by using spatiotemporally controlled illumination as structuring principle.

In this position you will have the opportunity to acquire broad knowledge and experience in two rapidly emerging fields with a strong application potential, engineered living materials as well as molecular optogenetics. You will profit from the broad expertise of one of the leading labs in molecular optogenetics (https://www.optobase.org/fte/?q=*).

You will work in an international, interdisciplinary team using state-of-the-art research facilities. From previous lab members we have seen that experience in the above-mentioned field is a perfect starting point for pursuing an industrial or academic career afterwards.

We are looking for PhD and Postdoc candidates with a background in biochemistry (protein production, purification and modification) or microbial engineering (yeasts, gram-positive bacteria) in the direction of biotechnology.

We are looking forward to your application including CV and publication list. Please send the documents as one single PDF file to wilfried.weber@cibss.uni-freiburg.de

Further information on our research group can be found at: https://www.bioss.uni-freiburg.de/groups/synthetic-biology/intro";CIBSS - Centre for Integrative Biological Signalling Studies;PhD, PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=umrBEXOl_pEAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-05;2023-01-02;Freiburg im Breisgau
Account Manager, Synthetic Biology - Germany;"The Account Manager, Synthetic Biology is responsible for delivering revenue and driving growth in their territory for Twist Bioscience gene synthesis products. The individual is accountable for delivering accurate revenue forecasts throughout the fiscal year, enabling the executive team to monitor business performance and drive decision making. The individual is required to maintain knowledge of competitor products and their commercial strategies, identifying and escalating their activities in a time bound manner. The individual is also accountable for providing customer feedback on Twist Bioscience products in addition to identifying unmet customer needs that will enable the development of new and innovative products.

What You'll Be Doing:
• Attain quarterly and annual revenue targets established from annual commission plans.
• Deliver accurate and timely forecasts for their territory.
• Develop and manage key relationships with new and existing customers at multiple organizational levels.
• Develop contingency and risk mitigation plans for their region as necessary.
• Develop and execute supply agreements to support new and existing business.
• Work collaboratively with operations to minimize time to revenue.
• Maintain CRM database with up to date information
• Represent the company at relevant tradeshows.
• Maintain and raise awareness of the competitive landscape, provide customer feedback and introduce new product ideas to internal partners.
• Additional duties as assigned.

What You'll Bring to the Team:
• Proven track record of delivering financial targets on a quarterly and annual basis
• Bachelor's degree (B.A./B.S) from four year College or university preferred in Biology or similar field.
• At least 2-5 years of experience of selling life science reagents and solutions. Knowledge of synthetic biology products and markets preferred.
• Business to business experience preferred, in particular selling to pharma, chemical and/or Agbio organizations.
• Demonstrated technical knowledge of synthetic biology applications utilizing synthetic genes, pathways and organisms a necessity.
• A background in technical sales and support or product management is preferred.
• Salesforce experience required
• Demonstrated drive determination and self-motivation resulting in consistent achievement of financial results.
• Demonstrated scientific problem solving skills.
• Demonstrated technical depth in synthetic biology applications and workflows.
• Positive external and internal relationship management skills.
• Ability to participate with others as a member of the team to ensure that demanding and difficult projects are handled smoothly and cooperatively.
• Strong communication and presentation skills.
• Proven ability to thrive in a start-up/ change oriented environment.

About Twist Bioscience

Twist Bioscience synthesizes DNA from scratch, also known as “writing” DNA. Just as children learn to both read and write, the next phase of development for the genomics revolution is the ability to write DNA.

At Twist Bioscience, we work in service of people who are changing the world for the better. In fields such as health care, agriculture, industrial chemicals and data storage, our unique silicon-based DNA Synthesis Platform provides DNA synthesis precision at a scale that is otherwise unavailable to our customers.

Twist Bioscience Corporation is an Equal Opportunity Employer. Twist Bioscience Corporation provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, genetic characteristics, or any other category protected by law";Twist Bioscience;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=jH4nmUkmZJMAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-19;2023-01-02;Berlin
**Postdoctoral Position in Synthetic Biology and Optogenetic Model Biosyste;"• *Postdoctoral Position in Synthetic Biology and Optogenetic Model Biosystems**

Our research group at the Institute of Synthetic Biology at the Heinrich-Heine University (HHU) Düsseldorf is looking for a highly motivated and talented **postdoctoral researcher**. Candidates should possess a strong background in cell and molecular biology, human disease research, and must have experience and interest in mammalian stem cell technologies and the cultivation of 3-dimensional tissue cultures including organoids, or stem cell genome engineering. Experience with confocal microscopy, synthetic biology, and deep knowledge in developmental biology and biochemistry are of advantage.
• *Activities and Responsibilities**

The candidate will be part of a project funded by the _VolkswagenStiftung_ synergizing concepts of synthetic biology and advanced mammalian cell culture model systems. In particular, the project focuses on the genomic engineering of induced pluripotent stem cell and the implementation and application of synthetic and optogenetic technologies. The project aims to develop spatiotemporal disease models utilizing 3D cell culture techniques and optical control strategies. The combination of optogenetics and synthetic biological switches enables a precise regulation of signals and activities that shall delicately trigger biological responses in order to remodel diseases or modulate the development of 3D *in-vitro* models. The high spatial and temporal precision and the possibility to obtain quantitative informative data are key advantages of the developed technologies.
• *Qualification Profile**

· PhD degree in biology, developmental biology, tissue engineering, cell and molecular biology, biochemistry, biotechnology, or related fields.

· Working experience with stem cells and their maturation into 3-dimensional tissue cultures e.g., organoids, or experience with genome engineering techniques.

· Interest in learning and applying the principles of synthetic biology to stem cell research.

· Deep and broad interest in biology and advanced technologies, self-driven working attitude, good teamworking skills.

· Good English skills.
• *We Offer**

The candidate will pioneer in a young and enthusiastic fully equipped group hosted at the Institute of Synthetic Biology in an international environment. The candidate will deeply integrate into a joint curriculum within the host institute and participate in seminars and infrastructure-related tasks. Preference will be given to handicapped applicants with equal qualification. The positions will be based on salary grade E 13 (100%) according to the Collective Agreement for the Civil Service (TVöD). The starting date is negotiable.

Please send your application including CV, motivation letter, and the contact details of two references as a single document to Jun-Prof. Hannes Beyer.

Tagged as: Life Sciences";Heinrich-Heine University Düsseldorf;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=x_NK7S8eobsAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-12;2023-01-02;Deutschland
CEO for Synthetic Biology / Biotechnology Startup;"SinFonia aims to produce novel bio-based fluorochemicals in a biological way that is significantly more sustainable than current chemical methods. SinFonia has developed a process to biomanufacture a diverse set of fluorinated molecules, and has filed two patents with a third on the way. Fluorinated organic molecules have the potential to create highly specialised biomaterials or replace current organic synthesis of fluorinated pharmaceuticals

The innovation potential of SinFonia is high, as it sets the stage for a societally sustainable value chain for the production of novel, bio-based fluoropolymers from renewable substrates. Materials containing the element fluorine are extremely important in our modern world, with applications in electronics, healthcare, automotive and wearables. Long term, Sinfonia strives to design cell factories for efficient synthesis of novel fluorinated products.

The CEO will be working closely with the inventors and board of SinFonia:
• Dr. Mariela Paula Mezzina, Chief Scientific Officer
• Dr. Pablo Ivan Nikel, co-inventor and advisor
• Dr. Patricia Valdayo, co-inventor and advisor

Recommended experiences for CEO:
• 2+ years of leadership running early-stage bioventures
• Technical and commercial understanding of synbio/biotech processes
• Experience in fundraising from institutional investors like private equity, venture capital, foundations, and grants
• Experience in launching and running multiple parallel projects
• Experienced in building market opportunities and working with C-Suite in biotech/synbio companies
• Experience putting together a pitch deck, framing a story and pitching to investors
• Preferably, but not must, hold a PhD in Biotechnology, Synthetic Biology, Nano Technology or Materials Engineering (or equivalent)

Responsibilities:
• Incorporate the company
• Manage overall operations, budgeting, and decisions of the organisation
• Lead the development and execution of the organisation's short and long-term strategy
• Appraise the value of the IP and formulate new product or services that tap into the invented technology
• Identify relevant customers and create a go-to-market strategy
• Initiate and manage partnerships and collaborations with relevant stakeholders or future customers
• Negotiate and execute patent and business agreements
• Raise pre-seed capital in the first 6-12 months, and apply to relevant incubators

Expectations

CEO must live in Copenhagen or be able to fly in once every two months

ValleyDAO focuses on Biotechnology, Synthetic Biology, Material Science, Food Tech, and Blockchain / Cryptocurrency. Their company has offices in Europe, United States, and Asia. They have a small team that's between 1-10 employees.

You can view their website at https://www.valleydao.bio";ValleyDAO;StartUp;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=tM_x3n8DowsAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-19;2023-01-02;Beliebiger Ort
CEO for Computational Biology / TechBio Startup;"SynBioCAD is a toolshed for synthetic biology, metabolic engineering, and industrial biotechnology. The tools and workflows currently shared on the portal enable one to build libraries of strains that produce desired chemical targets covering an end-to-end metabolic pathway design and engineering process. The toolkit lets one do everything from the selection of strains and targets, the design of DNA parts to be assembled, to the generation of scripts driving liquid handlers for plasmid assembly and strain transformations. The software provides a graphical user interface that allows users to drag-and-drop components into a design canvas, and then uses a set of algorithms to automatically generate a corresponding DNA sequence. These features make this tool a valuable addition to a biological engineer’s bench desk, accelerating the development of synthetic biology and metabolic engineering technologies

The CEO will be working closely with the inventors of SynBioCAD:

Prof. Jean-Loupe Faulon, scientific director and member of the board

Dr. Joan Hérisson, CTO and member of the board

Recommended experiences for CEO:
• 2+ years of leadership running early-stage ventures
• Technical and commercial understanding of synbio/biotech workflows
• Understanding of the workflow needs from the user’s point of view (Lab technicians, startups, biofoundries)
• Experience in fundraising from institutional investors like private equity, venture capital, foundations, and grants
• Experience in launching and running multiple parallel projects
• Experienced in building market opportunities and working with C-Suite in biotech/synbio companies
• Preferably hold a PhD in Biotechnology or Computer Science (or equivalent). This is not mandatory.
• Most importantly, the candidate must be able to understand and communicate the technology and its value proposition

Responsibilities:
• Manage overall operations, budgeting, and decisions of the organisation.
• Lead the development and execution of the organisation's short and long-term strategy.
• Improve the current product by conducting interviews, collecting user-feedback, and following other well-established PM principles
• Identify relevant customers and create a market strategy
• Build and maintain a relevant network for growing the company
• Initiate and manage partnerships and collaborations with relevant stakeholders
• Receive LOIs or pre-sell the product to relevant customers
• Raise pre-seed capital in the first 6-12 months

ValleyDAO focuses on Biotechnology, Synthetic Biology, Material Science, Food Tech, and Blockchain / Cryptocurrency. Their company has offices in Europe, United States, and Asia. They have a small team that's between 1-10 employees.

You can view their website at https://www.valleydao.bio";ValleyDAO;StartUp;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=v13kfSE90rkAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-19;2023-01-02;Beliebiger Ort
PostDoc Biology, Biochemistry - CRISPR, Diagnostics (m/f/d);"The Helmholtz Institute for RNA-based Infection Research (HIRI) is offering a Postdoctoral position: ""Developing and commercializing CRISPR-based diagnostics"" (m/w/d) in the Research Group of RNA Synthetic Biology (RSYN) under the direction of Prof. Chase Beisel. The Helmholtz Institute for RNA-based Infection Research (HIRI) was established in May 2017 as a joint venture between the Helmholtz Centre for Infection Research (HZI) in Braunschweig and the Julius Maximilian University of Würzburg (JMU). The HIRI is the first research institution worldwide to exclusively address the role of RNA in infection processes. Based on novel findings, innovative therapeutic approaches are developed in an integrated research approach and made clinically usable through the development of pharmaceutical forms of application. For more information, please visit . The RSYN research group focuses on characterizing and harnessing CRISPR-Cas systems toward better understanding, diagnosing, and treating human infections. The postdoctoral fellow will help lead efforts further developing a new CRISPR technology called LEOPARD for multiplexed RNA detection (Jiao et al., Science 2021). The project involves extending the existing platform to setups that can be implemented in different diagnostic settings. The project will then transition into a spin-off, with the postdoc envisioned as a key member of the start-up team. PhD or equivalent in biology, microbiology, biochemistry, genomics, engineering, or a related field Highly motivated, organized, and independent Strong written and spoken English language communication skills Ability to work in and manage a technical team Entrepreneurial, with a strong interest in technology advancement and launching a startup company Enjoy working in a fast changing, dynamic working environment Desired (non-essential) background: Previous experience in CRISPR technologies, synthetic biology, and/or RNA design Familiar with diagnostic development and applications A unique opportunity to contribute to transitioning a novel technology from academic research to commercialization in a biotech startup An outstanding academic research environment, and the opportunity to work with a novel CRISPR technology A semi-independent position with the opportunity and freedom to influence and organize your own work Varied activities in an international team with English as the primary language Compensation according to TVöD The opportunity to play a key role as a member of the startup team A family-friendly atmosphere with flexible working hours and part-time models, a parent-child room and regular social activities Employment is through the Helmholtz Centre for Infection Research (Helmholtz-Zentrum für Infektionsforschung GmbH / HZI) in Braunschweig. The place of work is Würzburg. The position is suitable for part-time work. The HZI strives for professional equality between women and men. Therefore, women are especially encouraged to apply. People with severe disabilities and equivalent professional qualifications who are suitable for the position are given preference. In order to protect your rights, we ask you to provide us with a clearly recognizable reference to the existence of a degree of severe disability in your cover letter or resume. Starting date: As early as immediately. Funding ends 31 September, 2023, with the intent of launching the start-up by this date. Follow-on funding through the Beisel lab is also being actively pursued. Salary: E 13 TVöD Bund Working time: 39 hours per week Place of work: Würzburg Probation period: 6 weeks/months Closing date: January 8, 2023";Helmholtz-Institut für RNA-basierte Infektionsforschung (HIRI);Part-time, PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=cPEQwnh8d2wAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-13;2023-01-02;Aschaffenburg
Scientific Editor, Molecular Systems Biology / EMBO Molecular Medicine;"Your roleEMBO is seeking a highly motivated scientist with broad and international high-level research experience for the role of scientific editor at EMBO Molecular Medicine and / or Molecular Systems Biology. The editor has a diverse set of responsibilities towards ensuring that Molecular Systems Biology and EMBO Molecular Medicine, as well as the other EMBO Press journals publish peer-reviewed material of the highest quality and broad general interest. The scientific editor reports to the deputy Head of Scientific Publications, EMBO Press.The successful candidate will be responsible for selecting research papers as well as commissioning reviews and commentaries in a number of subject areas for publication. The candidate will be expected to form extensive contacts to the scientific community and engage in regular travel to conferences and research institutions. The scientific editor will be involved in all publication activities at the EMBO Press journals as well as other EMBO activities.Specific responsibilitiesIn the assigned subject areas, critical evaluation of submitted manuscripts, identification of suitable reviewers/advisors and the communication of appropriate editorial criteria and decisions;Commissioning, peer review and developmental editing of high-level reviews, commentaries and ‘News & Views’ articles in the assigned subject areas;The transfer of manuscripts that meet EMBO Press publication policies for editorial production;Attendance of conferences and visits to research institutions to represent EMBO Molecular Medicine and / or Molecular Systems Biology, EMBO Press, as well as the other EMBO departments;The delivery of talks related to scientific communication;Involvement in publicity and social media activities in assigned subject areas.Writing and editing of highlights, summaries and press releases in assigned subject areas;Involvement in the strategic development of EMBO Press publishing initiatives;Perform additional tasks as required by the Head of Scientific Publications or the EMBO Director.This position will occasionally require working outside of the normal working hours, in the evenings or during the weekend during conferences or other events.Closing date: 2 January 2023Contract duration: 12 monthsGrading: 6-8Reference number: EMBO00131RelatedYou haveCompleted successful postdoctoral research projects, preferably in one or more of the following fields:aging, neuroscience, biomarkers and diagnostics, genomics, proteomics, computational biology, metabolic and regulatory networks, metabolomics,evolution, systems medicine and/or synthetic biology and biological engineering; other areas within the journals’ scope are also welcome;Experience working in a fast-paced, highly collaborative, international academic environment;Excellent written and verbal communication skills in English;A decisive, judicious, detail-oriented, analytical and impartial mind;Good organizational skills, multi-tasking, an ability to prioritise and to follow guidelines while working autonomously.You might also haveSenior academic qualifications;Editorial experience";European Molecular Biology Laboratory;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=Snh3kDVTi-sAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-19;2023-01-02;Heidelberg
Lab Scientist (mRNA/Plasmid Scientist) (m/f/d);"Responsibilities
• Work independently as a fully integrated member of a cross-functional, interdisciplinary, and international team
• Lead planning, design, execution of molecular biological experiments, strain engineering and process development
• Development, evaluation, and implementation of new or application and optimization of existing state-of-the-art process-relevant methods and molecular biological techniques
• Data analysis and data interpretation, presentation and reporting of results to international and interdisciplinary audience
• Follow, review, and share the latest project-related innovations and technology breakthroughs in academia and industry
• Contribute to collaborations with academic institutions

Requirements
• Ph.D. with experience in molecular biology, microbiology, biochemistry, and microbial expression systems with track record within the field of recombinant DNA expression technology, synthetic biology, and mRNA technology
• Hands on experience and expertise on molecular cloning, in vitro transcription, enzyme kinetics and analytical characterization of biomolecules, especially of plasmid DNA and mRNA
• Experienced in DNA sequence design, knowledge in cloning software (SnapGene, Vector NTI, ApE, etc.), expertise with modern molecular cloning techniques (Golden Gate, Gibson assembly)
• Experience with analysis of large data sets (like NGS) and programming skills (Python, R)
• Experienced with synthetic biology concepts and tools is a plus
• Passionate about biotechnology and synthetic biology
• ""Can Do and Will Do”-Attitude
• Transversal work and management
• Demonstrated ability/willingness to quickly learn and perform in new areas, implement new techniques and instrumentation
• Ability to plan and execute experiments independently
• Innovative mindset and entrepreneurial spirit
• Organized, rigorous and adaptative
• Project oriented, team spirit
• Excellent organizational skills. Elaborate, structured and accurate way of working
• Fluent in English, preferably good German skills

Our offer:
• We offer a permanent position within an international work environment with flat hierarchies and empowering leadership style, where you are encouraged to develop your talent and realize ideas and innovations within a competent team.
• As a globally successful and constantly growing company, Sanofi provides international career paths as well.
• An attractive, competitive salary aligned with your qualifications and including social benefits above average (e.g. company pension plans, health management).

#LI-GSA

At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all";Sanofi;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=Sl6xB9Q2UtIAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-12-19;2023-01-02;Frankfurt am Main
