title;description;company;job-type;application-url;post-date;expiry-date;location
Postdoc in Engineered Living Materials / Synthetic Biology;Postdoctoral Researcher: Two positions in Engineered living materialsThe University of Freiburg (Germany), Department of Synthetic Biology (Prof. Wilfried Weber) is looking for 2 Postdoctoral Researchers (m, f, d)Full-time position, earliest starting date: 01.01.2023Within an interdisciplinary project with groups from materials and data sciences, innovative and sustainable bio-based materials are developed. The materials are based on waste products from agricultural and forest industry and are assembled and modified by engineered living cells using optogenetics / synthetic biology strategies. In the project, automation and artificial intelligence is used to guide the development of materials with desired properties. Position 1: You will be in charge of the development of engineered strains to reach this aim. You will design proteins and strains that influence the properties of the living material in order to meet desired specifications. You have a university degree in biology biotechnology or a comparable subject and a completed PhD. You should have extensive experience in the following areas:· Handling and engineering of B. subtilis and/or S. cerevisiae. · Synthetic biology and protein engineering· Proficient skills in spoken and written EnglishIn addition, experience in the following areas would be desirable: Optogenetics, Artificial Intelligence, Basic knowledge in materials sciencesPosition 2:You will develop (automated) processes for the production of the materials and will evaluate the materials and optimize the processes in close collaboration with our partners in biomechanics and data sciences.You have a university degree in biotechnology, process engineering, chemistry or a comparable subject and a completed PhD. You should have extensive experience in the following areas:· Synthesis of bio-based materials· Development of automated production processes· Synthetic biology/BiotechnologyIn addition, experience in the following areas would be desirable: Working with Bacillus subtilis and Saccharomyces cerevisiae, Optogenetics, Artificial Intelligence, BiomechanicsWe are looking forward to applications from highly motivated candidates who are interested in working in an interdisciplinary environment.We welcome your application (including CV, publication list and 2-3 contact details for references) as a single PDF file to Prof. Wilfried Weber: wilfried.weber@cibss.uni-freiburg.deWe are looking forward to your application;University of Freiburg (Uni Freiburg);PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=xa9Bcudq-PUAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-30;2022-11-13;Freiburg im Breisgau
Postdoc in Microbiology ( Synthetic Biology (f/m/d);"Postdoc in Microbiology ( Synthetic Biology (f/m/d)

Position

Senior Scientist / Postdoc

Springe zu

UFR Universität Freiburg Albert-Ludwigs-Universität Freiburg

NEU Vollzeit Forschung und Lehre

Beschreibung

Within an interdisciplinary project we will use latest optogenetic methods for programming micro-organisms (yeast, B. subtilis) for the precisely controlled production of engineered proteins to build and form sustainable, bio-based materials. We will combine microbiology and cell programming with automation and artificial intelligence to guide the development of materials with desired properties.

You have a university degree in biology, biotechnology or a comparable subject and a completed PhD.

You should have experience in the following areas:
• Handling and engineering of

subtilis

or

S. cerevisiae

. (Candidates being familiar with both organisms will be preferred)
• Synthetic biology and protein engineering
• Proficient skills in spoken and written English

We are looking forward to applications from highly motivated candidates who are interested in working in an interdisciplinary environment.

We welcome your application including CV, publication list and 2-3 contact details for references.

We are looking forward to your application

The contract will be limited to two years. The salary will be determined in accordance with E13 TV-L.

We are particularly pleased to receive applications from women for the position advertised here.

Bewerbung

Please send your application in English including supporting documents mentioned above citing the reference number 00002596, by 30.11.2022 at the latest. Please send your application to the following address in written or electronic form:

University of Freiburg BIOSS/CIBSS/

Synthetische Biologie Prof. Wilfried Weber Schänzlestr. 18

79104 Freiburg

E-Mail (please a single PDF file):

wilfried.weber

For further information, please contact Dr. Wilfried Weber on the phone number +49 761 203-97654 or E-Mail wilfried.weber

@

bioss.uni-freiburg.de";;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=unBpYuU_S4sAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-22;2022-11-13;
"PhD position (Ageing & Disease; Epigenetics & Nuclear Dynamics): High...";Thinking of doing your PhD in the Life Sciences? The International PhD Programme (IPP) on Gene Regulation, Epigenetics & Genome Stability is offering talented students the chance to work at the cutting edge of research. As an IPP PhD student, you will join a community of exceptional scientists working on diverse topics ranging from how organisms age or how our DNA is repaired, to how epigenetics regulates cellular identity or neural memory. Activities and responsibilities In the field of “Ageing & Disease”, the research group of Edward Lemke offers the following PhD project: In higher eukaryotes, proteins that lack apparent folded structure are enriched in many vital processes. The Lemke group studies interactions between intrinsically disordered proteins and structured proteins in vital cellular processes, such as gene regulation, nuclear transport, host pathogen interactions and healthy aging. Since such highly dynamic systems are inaccessible by most conventional approaches, the group applies a multidisciplinary approach combining single molecule, microfluidics, super-resolution techniques and chemical/synthetic biology tools. PhD project: High Resolution Fluorescence Imaging of Protein Plasticity We are now looking for a PhD student with a strong interest in further expanding our efforts in quantitative single molecule and super resolution based technologies to study protein dynamics. The project is particularly well suited for candidates with a strong background in the physical sciences, who are strongly interested in biosciences. However, the project will be highly interdisciplinary, and there are multiple aspects to it, that can be filled by one or two different persons with different interests/backgrounds. In all cases, extensive project training will be provided that candidates with little or even prior no-hands on experience in the experimental biosciences but the strong wish to engage into those are particularly encouraged to apply. High interest and motivation are the main selection criteria and candidates from other disciplines that want to venture into these areas are explicitly welcome to apply. Qualification profile Are you an ambitious, young scientist looking to push the boundaries of science while interacting with colleagues from multiple disciplines and cultures? Then the IPP is your opportunity to give your scientific career a flying start! All you need is: Master or equivalent Interactive personality & good command of English 2 letters of reference For more details on the projects offered and how to apply via our online form, please visit https://www.imb.de/phd We offer Exciting, interdisciplinary projects in a fully international environment, with English as our working language Advanced training in scientific techniques and professional skills Access to our state-of-the-art Core Facilities and their technical expertise Fully funded positions with financing until the completion of your thesis A lively community of more than 190 PhD students from 44 different countries The deadline for applications is 19 November 2022. Interviews will take place on-site in Mainz 16-18 January 2023. Starting date: 1 March 2023- 1 July 2023;Institute of Molecular Biology gGmbH;PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=6erbzfj0_mwAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-30;2022-11-13;Wiesbaden
Postdoc in Microbiology ( Synthetic Biology (f/m/d);"->>> https://uni-freiburg.de/universitaet/jobs/00002596/

Postdoc in Microbiology ( Synthetic Biology (f/m/d)

The University of Freiburg (Germany), Department of Synthetic Biology (Prof. Wilfried Weber) is looking for a Postdoc in Microbiology ( Synthetic Biology (f/m/d)";Albert-Ludwigs-Universität Freiburg;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=IWQ_4bfJp0sAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-21;2022-11-13;Freiburg im Breisgau
PhD student Biology;"Stellenangebotsbeschreibung:
The Department of Services of the Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH, Braunschweig offers for the next possible date a

PhD student position (m/f/d) on

MetaboArchaea - D-Mannose and D-fructose utilization in members of the Sulfolobales - Significance of the upper Embden-Meyerhof-Parnas pathway Archaea have been established as the third domain of life besides Bacteria and Eukaryotes 42 years ago.
Most cultivable archaeal species are adapted to extreme environmental conditions. These so called 'extremophiles' thrive in hostile habitats characterized by extremes of temperature, pH, salt or combination thereof. Regarding their metabolic complexity Archaea resemble Bacteria and lower Eukaryotes.

However, they are characterized by many new, unusual pathways and enzymes with new regulatory properties, which often share no similarity with their bacterial and eukaryotic counter-parts.

Even the classical generic pathways involved in central carbohydrate metabolism are modified and the degradation of many carbon sources is still unknown.

This offers exciting potential for exploitation in white biotechnology, metabolic engineering as well as synthetic biology but also hampers a profound understanding of archaeal metabolism and physiology.

The overall objective of the proposed project is to decipher the pathways for degradation of D-mannose and D-fructose in S.
solfataricus as well as D-mannose formation and utilization in S. acidocaldarius.

Comparative transcriptomics, proteomics, metabolomics and crude extract measurements will be performed to assist the identification of the respective degradation pathways.
The fate of carbon derived from D-mannose and D-fructose will be studied in S. solfataricus using high resolution 13C-based mass spectrometry in order to unravel the respective metabolic fluxes. The project will be a joint effort with the group of Prof. Dr.

Bettina Siebers at the University of Duisburg-Essen as part of a long-standing collaboration in decoding and studying the central carbohydrate metabolism in Saccharolobus/Sulfolobus spp.
and its regulation.
experience and background in microbiology and/or mass spectrometry
Master's degree (or equivalent) in the above-mentioned disciplines with an overall grade of at least 'very good'
English writing and communication skills
basic experience in cultivation of microorganisms and bioinformatics analyses are desired

working in an interdisciplinary environment in a joint project between DSMZ Braunschweig, the Braunschweig Integrated Centre of Systems Biology (BRICS) and the University of Duisburg-Essen
excellent facilities for biological and analytical research at our institute
integration into a PhD graduate school at the TU Braunschweig including soft skill courses
PhD students are encouraged to attend international conferences
the position is offered as part time, appointment for 3 years, salary grade TV-L E13 (65";Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH;Part-time, PhD;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=G4R05HseJ0kAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-24;2022-11-13;Braunschweig
Senior Account Manager - Synthetic Biology - DACH Region;"Senior Account Manager - DACH

Hartmann Young are currently partnered with a rapidly growing biotech who are utilising their state of the art technology, combining stem cell and synthetic biology for the reprogramming of human cells. The business is looking for an experienced Account Manager who has a background in cell product sales into academia, biotech and pharma to drive the direct selling of their iPSC derived products.

Responsibilities include:
• Work alongside the Regional Manager to implement sales strategy
• Convert leads to sales by prospecting using Global Data, Sales Navigator within given territory
• Ownership of the complete sales process for iPSC derived cell products in the assigned region
• Utilise digital conference facilities as well as delivering product offering presentations in person in conferences
• Establishing cell supply partnerships for up to 100 million to 1 billion cells or more.
• Create new and build on existing relationships and document meetings using sales force CRM
• Work closely with the Marketing Department, feeding back the voice of the customer and developing a strategy which supports this

Skills/ Requirements Include:
• BSc in Cell or Molecular Biology essential
• MSc/ PhD preferred
• 5 years technical sales experience in selling cell based products
• Technical scientific background and understanding of iPSC and the techniques used to differentiate these into human cell types
• Experience in selling into Biotech, Pharma, CRO's and academic institutions within similar product lines
• Success in sales planning and strategy implementation
• Experience with Sales Force database or equivalent CRM to manage the sales process
• Ability to work closely with marketing and sales as well as with highly technical scientific customers
• Hunter mentality to drive and build a new territory to achieve sales objectives

For more details on this opportunity please contact me directly - {removed";Hartmann Young;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=MsnfpsdlqjMAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-30;2022-11-13;Deutschland
Postdoc in Microbiology ( Synthetic Biology (f/m/d);"Beschreibung

Within an interdisciplinary project we will use latest optogenetic methods for programming micro-organisms (yeast, B. subtilis) for the precisely controlled production of engineered proteins to build and form sustainable, bio-based materials. We will combine microbiology and cell programming with automation and artificial intelligence to guide the development of materials with desired properties.

You have a university degree in biology, biotechnology or a comparable subject and a completed PhD.

You should have experience in the following areas:
• Handling and engineering of subtilis or S. cerevisiae. (Candidates being familiar with both organisms will be preferred)
• Synthetic biology and protein engineering
• Proficient skills in spoken and written English

We are looking forward to applications from highly motivated candidates who are interested in working in an interdisciplinary environment.

We welcome your application including CV, publication list and 2-3 contact details for references.

We are looking forward to your application

The contract will be limited to two years. The salary will be determined in accordance with E13 TV-L.

We are particularly pleased to receive applications from women for the position advertised here";University of Freiburg;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=Mgcar9wThbkAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-21;2022-11-13;Deutschland
Postdoctoral Researcher - Synthetic Biology (m,f,d);"Job Description

At Technische Universität Darmstadt, Germany within the Self-Organizing Systems Lab the following position is available

Postdoctoral Researcher - Synthetic Biology (m,f,d)

Full-time, initially limited to 2 years

We are looking for an outstanding individual to drive a visionary synthetic biology project poised to make an impact in oncology. With its emphasis on well-characterized and standardized parts, synthetic biology is considered the engineering approach to building molecular systems. It enables the creation of entirely new molecular functionality in a modular and systematic fashion. The project aims to design intelligent therapeutic gene circuits that can detect and regulate pathophysiological expression of non-coding RNA in tumor cells in a precise and reliable manner. Computational experts in the hosting lab will support the design of those circuits through data analysis, mathematical modeling and machine learning. The project is a joint venture cooperation between TU Darmstadt and Belgian Biotech Studio, eureKASYNBIO (part of the investment company eureKARE) with its special focus on synthetic biology. The selected candidate will be employed by the joint venture and will be located at TU Darmstadt for an initial period of two years. The candidate is given the opportunity to take a leading role in the formation of the envisioned startup company.

Preferred and Required Qualifications

Your Profile:
• Ph.D. in cell biology, molecular biology, biochemistry, biotechnology or related field
• Experience in common molecular and cellular biology techniques (especially cloning, mammalian cell culture), ideally with focus on oncology or synthetic biology
• Motivated team player with an entrepreneurial mindset

What we offer:
• Inspiring international and interdisciplinary working environment
• Excellent lab facilities, network of clinical partners
• Attractive training programs for employees of the TU Darmstadt

Application Details

By submitting your application (cover letter, CV, contact of two references), you agree that your data may be stored and processed for the purpose of filling the vacancy. You can find our privacy policy on our webpage.

Please send your documents as one single PDF file to: Email anzeigen indicating ""Postdoc-Synbio"" in the subject line.

When inquiring or applying for this job opening, please also reference AcademicCareers.com

Application Deadline

Okt 15, 2022";TU Darmstadt, Electrical Engineering and Information Technology Department;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=LQBdNLcFYm8AAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-30;2022-11-13;Darmstadt
Postdoc Microbiology / Synthetic Biology;"Job Description
• Postdoc in Microbiology / Synthetic Biology* The University of Freiburg (Germany), Department of Synthetic Biology (Prof. Wilfried Weber) is looking for a *Postdoctoral Researcher (m, f, d)* Full-time position, tentative starting date: 01.01.2022, contract limited to two years. Within an interdisciplinary project you will use latest optogenetic methods for programming micro-organisms (yeast, B.

subtilis) for the precisely controlled production of engineered proteins to build and form sustainable, bio-based materials. You will combine microbiology and cell programming with automation and artificial intelligence to guide the development of materials with desired properties. You have a university degree in biology, biotechnology or a comparable subject and a completed PhD.

You should have experience in the following areas: · Handling and engineering of _B. subtilis_ or _S. cerevisiae_.

(Candidates being familiar with both organisms will be preferred) · Synthetic biology and protein engineering · Proficient skills in spoken and written English We are looking forward to applications from highly motivated candidates who are interested in working in an interdisciplinary environment. We welcome your application (including CV, publication list and 2-3 contact details for references) as a single PDF file to Prof. Wilfried Weber.

We are looking forward to your application Job Type: Full-time Salary: 4,600.00€ - 5,000.00€ per month Education: * Doctorate (Preferred) Work Location: One location Application Deadline: 31/10/2022 Expected Start Date: 01/01/2023";Universität Freiburg;PostDoc;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=iNzckh9KoqcAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-28;2022-11-13;Freiburg im Breisgau
Senior Regional Marketing Manager Synthetic Biology Crispr And Pcr – Emea;"[ad_1]

Job Summary

Integrated DNA Technologies, is currently hiring on a vacant job post of Senior Regional Marketing Manager Synthetic Biology Crispr And Pcr – Emea based in Düsseldorf. Please read the job detail carefully before applying.

Job Title: Senior Regional Marketing Manager Synthetic Biology Crispr And Pcr – Emea

Company Name: Integrated DNA Technologies

Job Type: Vollzeit

Job Location: Düsseldorf

Salary:

Job Link Expiry: 2022-11-14

Posted on: jobsmarketing.net

Job Detail

IDT is the leading manufacturer of custom oligonucleotides and proprietary technologies for genomics applications. Our work is complex and cutting-edge, and our team members are curious, creative thinkers who understand that good data drives smart decisions. At IDT, we realize that although science be uniform, people are unique. We promote a culture where engaged people are motivated and have opportunities to achieve their full potential, as part of one global team.

IDT is proud to work alongside a community of nine fellow Danaher Life Sciences companies. Together, we’re pioneering the future of science and medicine, developing products that enable researchers in the fight to save lives.

As a Senior Regional Marketing Manager for IDT’s global marketing organization, you are responsible for understanding IDT market segments, customer workflows and customer needs across the assigned region and use this knowledge to develop and execute regionalized marketing campaigns and product launches that drive IDT awareness and revenue.

Essential Functions
• Possess a strong understanding of synthetic biology, CRISPR, and PCR customer workflows and customer needs across the assigned region through direct customer contact, primary and secondary research.
• Work with IDT Product Marketing and Product Management, as well as with global Sales and Commercial Marketing Managers, to develop accurate marketing personas, effective regional-specific customer segmentation strategies, insightful buyer journeys, and useful value propositions and key messages.
• Convert this customer and market insight into regional marketing strategies that drive successful lead generation and product launch campaigns.
• Collaborate with localization vendors, content writers, branding and public relations, collateral design, and search engine optimization experts to ensure that regional campaign tactics match market segment needs.
• Partner with commercial marketing, digital marketing, marketing automation, and web development experts to ensure that marketing campaigns are executed well and in a timely fashion.
• Work with IDT leadership to support joint regional business activities and partnerships with key customers and industry groups across the Americas.
• Monitor the success of regional marketing campaigns by using advanced digital tagging and metrics to ensure that key performance indicators are met, and campaigns demonstrate a positive return on investment.

Job Qualifications
• Bachelors (4-year) degree required.
• MBA preferred.
• 7+ years demonstrated prior success in genomics-related commercial marketing roles required.
• Synthetic Biology and CRISPR marketing experience strongly preferred.
• Must live in assigned region.
• Strong results-focused mentality.
• Strong communication and presentation skills required, with the ability to multitask and prioritize large projects.
• Superb negotiation and influencing skills a must.
• Statistical analysis very helpful.
• Strong analytical and troubleshooting skills required.
• Strong people management skills required; with proven ability to influence, work, collaborate, and communicate with regional Sales teams.

What do we offer

An upbeat, open minded, international and dynamic environment is where we wish to welcome you. A close follow up and extensive training is how we wish to guide you. As a growing international company, we reward our associates with an attractive compensation and benefits package of which the details are outlined below.
• Competitive salary
• Contract of indefinite duration
• Group insurance (including pension plan, guaranteed income …)
• Bonus system
• Annual leave Geography conform

Interested? Well, there is more! To realize IDT’s potential, we invest in your potential. Opportunities will cross your path, enabling you to develop your career the way you want it. All this within a cheerful and highly modern setting.

When you join us, you’ll also be joining Danaher’s global organization, where 80,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.

At Danaher, we value diversity and the existence of similarities and differences, both visible and not, found in our workforce, workplace and throughout the markets we serve. Our associates, customers and shareholders contribute unique and different perspectives as a result of these diverse attributes.

If you’ve ever wondered what’s within you, there’s no better time to find out.

<

Direct Apply

Report job

Apply Now

To help us track our recruitment effort, please indicate in your email/cover letter where (jobsmarketing.net) you saw this job posting";Integrated DNA Technologies;;"https://www.google.com/search?q=job+offers+synthetic+biology&oq=job+offers+synthetic+biology&ibp=htl;jobs&sa=X#htivrt=jobs&htidocid=QAauBPDHaWwAAAAAAAAAAA%3D%3D&fpstate=tldetail";2022-10-30;2022-11-13;Düsseldorf
